id	submission_id	user	username	userImageURL	downloadURL	hyperparameter	description	result	last	final	accuracy
24	10581	110	"박종헌_T1077"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000004/Users/00000110/Submissions/0024/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210423%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210423T061345Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=e39fcac36689765a8447023e9b54d34d63a26e2f9bbd52527879c2f872d04887"	"{\"training\": {}, \"inference\": {}}"	"Rbert_Roberta_v0_1"	"{\"accuracy\": {\"value\": \"76.2000%\", \"rank\": true, \"decs\": true}}"	"2021-04-20T23:30:53.974052+09:00"	false	"76.2000%"
31	11609	110	"박종헌_T1077"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000004/Users/00000110/Submissions/0031/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210423%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210423T061345Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=5f17881a1b09983556c3cf712c1e39f15b4d309479873f4ff11ab5de58e1e56a"	"{\"training\": {}, \"inference\": {}}"	"Rbert_Roberta_v3"	"{\"accuracy\": {\"value\": \"75.9000%\", \"rank\": true, \"decs\": true}}"	"2021-04-22T11:02:45.721328+09:00"	false	"75.9000%"
23	10526	110	"박종헌_T1077"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000004/Users/00000110/Submissions/0023/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210423%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210423T061345Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=4ee946d92bc3e49a5c20951fff9fe4c4864a027f817dd7956f6491f730a1bad8"	"{\"training\": {}, \"inference\": {}}"	"Rbert_Roberta_v0"	"{\"accuracy\": {\"value\": \"75.8000%\", \"rank\": true, \"decs\": true}}"	"2021-04-20T21:34:58.663471+09:00"	false	"75.8000%"
18	9695	110	"박종헌_T1077"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000004/Users/00000110/Submissions/0018/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210423%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210423T061345Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=46866af19ce962f8bc6cebed07078c8e742074ca79edc0d788f0a538b7291735"	"{\"training\": {}, \"inference\": {}}"	"roberta_v0_3_1"	"{\"accuracy\": {\"value\": \"75.5000%\", \"rank\": true, \"decs\": true}}"	"2021-04-19T16:14:19.548187+09:00"	false	"75.5000%"
22	10492	110	"박종헌_T1077"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000004/Users/00000110/Submissions/0022/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210423%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210423T061345Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=eeac446b4e36c59271e3e8ff0d9537ef6834aa1cffb48c8335cd91ac96c0b1e3"	"{\"training\": {}, \"inference\": {}}"	"Rbert_Roberta_baseline"	"{\"accuracy\": {\"value\": \"75.3000%\", \"rank\": true, \"decs\": true}}"	"2021-04-20T20:11:21.446504+09:00"	false	"75.3000%"
13	9448	110	"박종헌_T1077"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000004/Users/00000110/Submissions/0013/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210423%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210423T061345Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=87a6526035fb63f2e32ba7bcdab1d2b5b18a201c31968e019df35abddc79afa5"	"{\"training\": {}, \"inference\": {}}"	"roberta_v0_0"	"{\"accuracy\": {\"value\": \"75.2000%\", \"rank\": true, \"decs\": true}}"	"2021-04-19T02:27:06.886754+09:00"	false	"75.2000%"
28	11247	110	"박종헌_T1077"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000004/Users/00000110/Submissions/0028/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210423%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210423T061345Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=c1cd334e765aea42b603c26dbb496f756df9e3900b5c4cd0015337bfa7e70dae"	"{\"training\": {}, \"inference\": {}}"	"Rbert_Roberta_v1_1"	"{\"accuracy\": {\"value\": \"74.7000%\", \"rank\": true, \"decs\": true}}"	"2021-04-21T21:57:12.392375+09:00"	false	"74.7000%"
16	9692	110	"박종헌_T1077"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000004/Users/00000110/Submissions/0016/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210423%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210423T061345Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=67c2695fe267a5994dd295fc9e605268af430dd5188ee0196609f9d5477bc741"	"{\"training\": {}, \"inference\": {}}"	"roberta_v0_3_2"	"{\"accuracy\": {\"value\": \"74.6000%\", \"rank\": true, \"decs\": true}}"	"2021-04-19T16:13:00.027390+09:00"	false	"74.6000%"
10	8878	110	"박종헌_T1077"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000004/Users/00000110/Submissions/0010/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210423%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210423T061345Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=6fd8c336ead063cd4e6c6ee277cd2677d70dfa98dfc21ddef3b4598437167073"	"{\"training\": {}, \"inference\": {}}"	"koelectra_baseline"	"{\"accuracy\": {\"value\": \"74.4000%\", \"rank\": true, \"decs\": true}}"	"2021-04-17T13:50:36.608831+09:00"	false	"74.4000%"
11	9199	110	"박종헌_T1077"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000004/Users/00000110/Submissions/0011/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210423%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210423T061345Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=8a1b5a916c07150f94f2985eefe8a1d14c7abbd435c56d10e5aaf294f83f6aa5"	"{\"training\": {}, \"inference\": {}}"	"koelectra_v2_1"	"{\"accuracy\": {\"value\": \"74.4000%\", \"rank\": true, \"decs\": true}}"	"2021-04-18T15:05:10.395612+09:00"	false	"74.4000%"
17	9694	110	"박종헌_T1077"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000004/Users/00000110/Submissions/0017/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210423%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210423T061345Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=e763db587fd9617315b643bf3c35383b2fa966e603a4ccdb731711b7bd7ce0c0"	"{\"training\": {}, \"inference\": {}}"	"roberta_v0_3_4"	"{\"accuracy\": {\"value\": \"74.4000%\", \"rank\": true, \"decs\": true}}"	"2021-04-19T16:13:36.989621+09:00"	false	"74.4000%"
12	9376	110	"박종헌_T1077"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000004/Users/00000110/Submissions/0012/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210423%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210423T061345Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=0584e407838e729c6460ddc02bf3f8e1fba4f680b5cb21136f33cc021ae5a093"	"{\"training\": {}, \"inference\": {}}"	"roberta_v3_0"	"{\"accuracy\": {\"value\": \"74.0000%\", \"rank\": true, \"decs\": true}}"	"2021-04-18T23:43:10.382914+09:00"	false	"74.0000%"
7	8472	110	"박종헌_T1077"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000004/Users/00000110/Submissions/0007/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210423%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210423T061345Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=48b0eb487fdb2d9f13e98223bd08e4b98ccbc518cdd456c14cf3153976c028f3"	"{\"training\": {}, \"inference\": {}}"	"koelectra_baseline_v1_0"	"{\"accuracy\": {\"value\": \"73.9000%\", \"rank\": true, \"decs\": true}}"	"2021-04-16T15:16:22.499464+09:00"	false	"73.9000%"
30	11586	110	"박종헌_T1077"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000004/Users/00000110/Submissions/0030/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210423%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210423T061345Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=c7e8280dc91f406b1265cf3cbc091be9b9c403294fc98a735478844acc7c70d1"	"{\"training\": {}, \"inference\": {}}"	"Rbert_Roberta_v2"	"{\"accuracy\": {\"value\": \"73.6000%\", \"rank\": true, \"decs\": true}}"	"2021-04-22T10:30:29.400757+09:00"	false	"73.6000%"
9	8764	110	"박종헌_T1077"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000004/Users/00000110/Submissions/0009/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210423%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210423T061345Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=0587038e29e1d967ca7d7e18ea64f7387be4543013f4328493fdc6d4077b7c74"	"{\"training\": {}, \"inference\": {}}"	"koelectra_baseline_v4_5"	"{\"accuracy\": {\"value\": \"73.5000%\", \"rank\": true, \"decs\": true}}"	"2021-04-17T02:05:28.685528+09:00"	false	"73.5000%"
14	9489	110	"박종헌_T1077"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000004/Users/00000110/Submissions/0014/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210423%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210423T061345Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=3f271a4095eb2400d413f77d3c1ad86bd4d7711fc7fcc363d346e6319167dbb9"	"{\"training\": {}, \"inference\": {}}"	"roberta_v0_1"	"{\"accuracy\": {\"value\": \"73.3000%\", \"rank\": true, \"decs\": true}}"	"2021-04-19T05:18:44.643777+09:00"	false	"73.3000%"
27	11194	110	"박종헌_T1077"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000004/Users/00000110/Submissions/0027/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210423%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210423T061345Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=06d473a7ea4c3b9cabd98750081e6dd6ffdb78527d0a7f96b6d0413c469be62e"	"{\"training\": {}, \"inference\": {}}"	"Rbert_Roberta_v1"	"{\"accuracy\": {\"value\": \"73.3000%\", \"rank\": true, \"decs\": true}}"	"2021-04-21T20:02:13.489431+09:00"	false	"73.3000%"
4	8325	110	"박종헌_T1077"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000004/Users/00000110/Submissions/0004/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210423%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210423T061345Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=44ac22d05fca5573b6c8cac6969c13e6d77568fc783d31552bdc05c33ed15ce8"	"{\"training\": {}, \"inference\": {}}"	"koelectra_baseline"	"{\"accuracy\": {\"value\": \"72.9000%\", \"rank\": true, \"decs\": true}}"	"2021-04-16T04:36:58.049997+09:00"	false	"72.9000%"
5	8327	110	"박종헌_T1077"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000004/Users/00000110/Submissions/0005/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210423%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210423T061345Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=b8f2a3f9d3cf5a6c9a1d1fba6ccb362751c04d47415b708284c8db64ac01b540"	"{\"training\": {}, \"inference\": {}}"	"bert_baseline"	"{\"accuracy\": {\"value\": \"72.9000%\", \"rank\": true, \"decs\": true}}"	"2021-04-16T05:04:57.658550+09:00"	false	"72.9000%"
8	8678	110	"박종헌_T1077"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000004/Users/00000110/Submissions/0008/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210423%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210423T061345Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=fdc1d02a3ea42632c966bf43bd944d1318b197ba71d88ce8a33f6e57d096560a"	"{\"training\": {}, \"inference\": {}}"	"koelectra_baseline_v3_3"	"{\"accuracy\": {\"value\": \"71.3000%\", \"rank\": true, \"decs\": true}}"	"2021-04-16T21:14:59.503125+09:00"	false	"71.3000%"
1	6991	110	"박종헌_T1077"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000004/Users/00000110/Submissions/0001/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210423%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210423T061345Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=e82acfa64c860a0f2787cd0e9971d7d0c2c1c168cc6d814449c31d0e91257338"	"{\"training\": {}, \"inference\": {}}"	"baseline"	"{\"accuracy\": {\"value\": \"59.4000%\", \"rank\": true, \"decs\": true}}"	"2021-04-12T11:55:01.988265+09:00"	false	"59.4000%"
3	7470	110	"박종헌_T1077"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000004/Users/00000110/Submissions/0003/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210423%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210423T061345Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=e9c4f5462cbe8827b2a90092071a7ad10f2b6b9a7ee8ad103bcd605eeedaa0e3"	"{\"training\": {}, \"inference\": {}}"	"baseline, papago argumentation"	"{\"accuracy\": {\"value\": \"56.5000%\", \"rank\": true, \"decs\": true}}"	"2021-04-14T01:18:57.487589+09:00"	false	"56.5000%"
6	8328	110	"박종헌_T1077"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000004/Users/00000110/Submissions/0006/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210423%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210423T061345Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=8118d531cc892f32da0080a47292797ed5c415fcb2568dc1f6add953d4344403"	"{\"training\": {}, \"inference\": {}}"	"kobert_baseline"	"{\"accuracy\": {\"value\": \"54.2000%\", \"rank\": true, \"decs\": true}}"	"2021-04-16T05:05:12.522170+09:00"	false	"54.2000%"
